eService Import Sheet,,,,,,,,,,,,
Header Information,,,,,,,,,,,,
Program Description,,0,Well Name,Anegada Hz 3A Valhalla,Business Unit,Canada,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,Total,,,,0,,,0,0,0,
,,,,,,,,,,,,
,,,,,,,,,,,,
Bundle Name,,Miscellaneous Items,,,,,,,,,,
Bundle Category,,Miscellaneous Items,,,,,,,,,,
Bundle Type,,Job,,,,,,,,,,
Number of Bundles,,1,,,Details Pricing,,/ Job(s),,,,,
Pricing Method,,#N/A,,,Summary Pricing,,/ 1 Job(s),,,,,
Invoice Method,,Job,,,Details Invoice,,/ Job(s),,,,,
Quantity of Bundles,,1,,,Summary Invoice,,/ 1 Job(s),,,,,
Bundle Code,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Item Code,Discountable,Description,Quantity 1,Quantity 2,Net Price,Net Amount,Discount%,Unit Book Price,Amount,Discount Amount,Calculated Discount %,Included?
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,0,,,0,0,0,
,,,,,,,,,,,,
Template Job Type,,,,,,,,,,,,
Job Type,,,,,,,Pumping Serice Line Type,Not Applicable,Total Revenue,Not Applicable,,
Job Type ID,,,Depth Base Charge,Not Applicable,,,Stage / Plug Treatment Information Type,Not Applicable,,,,
,,,,,,,# of Not Applicables,Not Applicable,,,,
eService Import Sheet End,,,,,,,,,,,,
Product Import Sheet,,,,,,,,,,,,
Job Type,Surface Casing,,Job Type ID,1504,,,,,,,,
Blend #,1,Stage,1,1 Blend Surface,Preflush 1,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
Fresh Water,Preflush,4,m3,1000,1,,,,,,,
Mix Water Req.,0,Yield,0,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,0,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,2,Stage,,1 Blend Surface,Preflush 2,,,,,,,
Base,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,2,,,,,,,
Mix Water Req.,0,Yield,0,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,0,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,3,Stage,1,1 Blend Surface,Blend 1,,,,,,,
Base,Category,Amount,Units,Density,Event #,,,,,,,
SURFACEmix LW PRO GP,Lead 1,11.6,t,1550,3,,,,,,,
Mix Water Req.,0.816,Yield,1.179,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
SCA-6,0.5,%,113306,,,,,,,,,
SCA-7,0.5,%,113307,,,,,,,,,
CDF-6P,0.15,%,113267,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Tail,,,#N/A,,,,,,,,,
,,,,,,,,,,,,
Blend #,4,Stage,Not Applicable,1 Blend Surface,0,,,,,,,
Base,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,4,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,5,Stage,Not Applicable,1 Blend Surface,0,,,,,,,
Base,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,5,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,6,Stage,Not Applicable,1 Blend Surface,0,,,,,,,
Base,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,6,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,7,Stage,Not Applicable,1 Blend Surface,0,,,,,,,
Base,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,7,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,8,Stage,Not Applicable,1 Blend Surface,0,,,,,,,
Base,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,1,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,9,Stage,Not Applicable,1 Blend Surface,0,,,,,,,
Base,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,10,Stage,5,1 Blend Surface,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,11,Stage,6,1 Blend Surface,0,,,,,,,
Base,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,12,Stage,6,1 Blend Surface,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Job Type,Production Casing,,Job Type ID,1506,,,,,,,,
Blend #,1,Stage,1,2 Blend Production,Preflush 1,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
Visweep,Preflush,4,m3,1250,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,2,Stage,1,2 Blend Production,Preflush 2,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
LITEmix 1325 (AB),Scavenger,1.8,t,1275,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,3,Stage,,2 Blend Production,Preflush 3,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,2,m3,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,4,Stage,1,2 Blend Production,Blend 1,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
LITEmix 1325 (AB),Lead 1,13.27,t,1325,,,,,,,,
Mix Water Req.,1.529,Yield,1.933,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
SCA-6,0.5,%,113306,,,,,,,,,
SCA-7,0.5,%,113307,,,,,,,,,
MCR-7,0.9,%,113127,,,,,,,,,
CDF-6P,0.25,%,113267,,,,,,,,,
LCC-1,1,%,113248,,,,,,,,,
LCF-7,1,kg/m3,113250,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Lead,,,#N/A,,,,,,,,,
,,,,,,,,,,,,
Blend #,5,Stage,1,2 Blend Production,Blend 2,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
iPrime (AB),Tail,19.44,t,1550,,,,,,,,
Mix Water Req.,0.769,Yield,1.155,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
CFL-3,0.3,%,113132,,,,,,,,,
SCA-6,0.5,%,113306,,,,,,,,,
SCA-7,0.5,%,113307,,,,,,,,,
MCR-7,0.25,%,113127,,,,,,,,,
ASM-3,0.3,%,113414,,,,,,,,,
CDF-6P,0.2,%,113267,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,6,Stage,1,2 Blend Production,Displacement 1,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
Fresh Water,Displacement,12.6,m3,1000,,,,,,,,
Mix Water Req.,0,Yield,0,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
MCR-9L,20,l/m3,113125,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,7,Stage,1,2 Blend Production,Displacement 2,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
Fresh Water,Displacement,25.5,0,1000,,,,,,,,
Mix Water Req.,0,Yield,0,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,8,Stage,Not Applicable,2 Blend Production,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,9,Stage,Not Applicable,2 Blend Production,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,10,Stage,Not Applicable,2 Blend Production,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,11,Stage,Not Applicable,2 Blend Production,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,12,Stage,Not Applicable,2 Blend Production,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Job Type,,,Job Type ID,,,,,,,,,
Blend #,1,Unknown,Not Applicable,0,#N/A,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,2,Unknown,Not Applicable,0,#N/A,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,3,Unknown,Not Applicable,0,#N/A,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,4,Unknown,Not Applicable,0,#N/A,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,5,Unknown,Not Applicable,0,#N/A,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,6,Unknown,Not Applicable,0,#N/A,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,7,Unknown,Not Applicable,0,#N/A,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,8,Unknown,Not Applicable,0,#N/A,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,9,Unknown,Not Applicable,0,#N/A,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,10,Unknown,Not Applicable,0,,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,11,Unknown,Not Applicable,0,#N/A,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,12,Unknown,Not Applicable,0,,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Job Type,,,Job Type ID,,,,,,,,,
Blend #,1,Unknown,Not Applicable,0,,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,2,Unknown,Not Applicable,0,,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,3,Unknown,Not Applicable,0,,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,4,Unknown,Not Applicable,0,,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,5,Unknown,Not Applicable,0,,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,6,Unknown,Not Applicable,0,,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,7,Unknown,Not Applicable,0,,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,,,,,,,,,
Additive Name,Amount,Units,Price Book Code,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
