eService Import Sheet,,,,,,,,,,,,
Header Information,,,,,,,,,,,,
Program Description,,0,Well Name,Unknown,Business Unit,Canada,,,,,,
Invoice Method,,Job,,,Details Invoice,,/ Job(s),,,,,
Quantity of Bundles,,1,,,Summary Invoice,,/ 1 Job(s),,,,,
Bundle Code,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Item Code,Discountable,Description,Quantity 1,Quantity 2,Net Price,Net Amount,Discount%,Unit Book Price,Amount,Discount Amount,Calculated Discount %,Included?
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,Total,,,,0,,,0,0,0,
,,,,,,,,,,,,
,,,,,,,,,,,,
Bundle Name,,Miscellaneous Items,,,,,,,,,,
Bundle Category,,Miscellaneous Items,,,,,,,,,,
Bundle Type,,Job,,,,,,,,,,
Number of Bundles,,1,,,Details Pricing,,/ Job(s),,,,,
Pricing Method,,#N/A,,,Summary Pricing,,/ 1 Job(s),,,,,
Invoice Method,,Job,,,Details Invoice,,/ Job(s),,,,,
Quantity of Bundles,,1,,,Summary Invoice,,/ 1 Job(s),,,,,
Bundle Code,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Item Code,Discountable,Description,Quantity 1,Quantity 2,Net Price,Net Amount,Discount%,Unit Book Price,Amount,Discount Amount,Calculated Discount %,Included?
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,0,,,0,0,0,
,,,,,,,,,,,,
Template Job Type,,,,,,,,,,,,
Job Type,,,,,,,Pumping Serice Line Type,Not Applicable,Total Revenue,Not Applicable,,
Job Type ID,,,Depth Base Charge,Not Applicable,,,Stage / Plug Treatment Information Type,Not Applicable,,,,
,,,,,,,# of Not Applicables,Not Applicable,,,,
eService Import Sheet End,,,,,,,,,,,,
Product Import Sheet,,,,,,,,,,,,
Job Type,Surface Casing,,Job Type ID,1504,,,,,,,,
Blend #,1,Stage,1,1 Blend Surface,Preflush 1,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
Fresh Water,Preflush,5,m3,1000,1,,,,,,,
Mix Water Req.,-,Yield,-,Sack Weight,1000,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,2,Stage,,1 Blend Surface,Preflush 2,,,,,,,
Base,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,,,1250,2,,,,,,,
Mix Water Req.,-,Yield,-,Sack Weight,1000,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,3,Stage,,1 Blend Surface,Preflush 3,,,,,,,
Base,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,,,1300,3,,,,,,,
Mix Water Req.,-,Yield,-,Sack Weight,1000,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,4,Stage,1,1 Blend Surface,Blend 1,,,,,,,
Base,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
SURFACEmix LW PRO,Lead 1,39.7,t,1550,4,No,,,,,,
Mix Water Req.,0.786,Yield,1.162,Sack Weight,1015,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
CaCl2,1.5,%,113101,Preblend,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,5,Stage,Not Applicable,1 Blend Surface,0,,,,,,,
Base,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,,,,5,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,6,Stage,Not Applicable,1 Blend Surface,0,,,,,,,
Base,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,,,,6,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,7,Stage,Not Applicable,1 Blend Surface,0,,,,,,,
Base,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,,,,7,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,8,Stage,Not Applicable,1 Blend Surface,0,,,,,,,
Base,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,,,,1,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,9,Stage,Not Applicable,1 Blend Surface,0,,,,,,,
Base,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,10,Stage,5,1 Blend Surface,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,11,Stage,6,1 Blend Surface,0,,,,,,,
Base,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,12,Stage,6,1 Blend Surface,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Job Type,Production Casing,,Job Type ID,1506,,,,,,,,
Blend #,1,Stage,1,1 Blend Production,Preflush 1,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
Water Wet Max,Preflush,5.5,m3,1100,,,,,,,,
Mix Water Req.,-,Yield,-,Sack Weight,1000,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,2,Stage,1,1 Blend Production,Preflush 2,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,,m3,,,,,,,,,
Mix Water Req.,-,Yield,-,Sack Weight,1000,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,3,Stage,1,1 Blend Production,Preflush 3,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,,m3,,,,,,,,,
Mix Water Req.,-,Yield,-,Sack Weight,1000,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,4,Stage,1,1 Blend Production,Blend 1,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
ECOprime,Lead 1,55,t,1550,,Yes,,,,,,
Mix Water Req.,0.753,Yield,1.137,Sack Weight,1009,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
CFL-3,0.5,%,113132,Preblend,,,,,,,,
CFR-5,0.1,%,113163,Preblend,,,,,,,,
SCA-6,0.7,%,113306,Preblend,,,,,,,,
SCA-7,0.5,%,113307,Preblend,,,,,,,,
CDF-6P,0.3,%,113267,Preblend,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,5,Stage,1,1 Blend Production,Wet Shoe,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,0.5,m3,1100,,,,,,,,
Mix Water Req.,-,Yield,-,Sack Weight,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,6,Stage,Not Applicable,1 Blend Production,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,7,Stage,Not Applicable,1 Blend Production,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,8,Stage,Not Applicable,1 Blend Production,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,9,Stage,Not Applicable,1 Blend Production,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,10,Stage,Not Applicable,1 Blend Production,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,11,Stage,Not Applicable,1 Blend Production,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,12,Stage,Not Applicable,1 Blend Production,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Job Type,Intermediate Casing,,Job Type ID,1505,,,,,,,,
Blend #,1,Stage,1,2 Blend Production,Preflush 1,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
Visweep DM IS,Preflush,3,m3,1100,,,,,,,,
Mix Water Req.,10,Yield,10,Sack Weight,1000,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,2,Stage,,2 Blend Production,Preflush 2,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,3,m3,,,,,,,,,
Mix Water Req.,-,Yield,-,Sack Weight,1000,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,3,Stage,,2 Blend Production,Preflush 3,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,3,m3,,,,,,,,,
Mix Water Req.,-,Yield,-,Sack Weight,1000,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,4,Stage,1,2 Blend Production,Blend 1,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
ECOlite 1400,Lead 1,10.85,t,1400,,Yes,,,,,,
Mix Water Req.,1.199,Yield,1.604,Sack Weight,1047,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
GCA-2,3,%,113221,Preblend,,,,,,,,
SCA-6,0.5,%,113306,Preblend,,,,,,,,
SCA-7,0.5,%,113307,Preblend,,,,,,,,
MCR-7,0.25,%,113127,Preblend,,,,,,,,
ASM-3,0.15,%,113414,Preblend,,,,,,,,
CDF-6P,0.25,%,113267,Preblend,,,,,,,,
LCC-1,1,%,113248,Preblend,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,5,Stage,1,2 Blend Production,Blend 2,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
ECOprime,Tail,44.27,t,1550,,Yes,,,,,,
Mix Water Req.,0.759,Yield,1.143,Sack Weight,1013,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
CFR-5,0.1,%,113163,Preblend,,,,,,,,
CFL-4,0.5,%,113134,Preblend,,,,,,,,
SCA-6,0.4,%,113306,Preblend,,,,,,,,
SCA-7,0.5,%,113307,Preblend,,,,,,,,
MCR-7,0.25,%,113127,Preblend,,,,,,,,
ASM-3,0.1,%,113414,Preblend,,,,,,,,
CDF-6P,0.3,%,113267,Preblend,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,6,Stage,1,2 Blend Production,Wet Shoe,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,0.5,m3,1250,,,,,,,,
Mix Water Req.,-,Yield,-,Sack Weight,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,7,Stage,1,2 Blend Production,Displacement 1,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
Fresh Water,Displacement,84.2,m3,1000,,,,,,,,
Mix Water Req.,0,Yield,0,Sack Weight,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,8,Stage,1,2 Blend Production,Displacement 2,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,Displacement,0,0,1000,,,,,,,,
Mix Water Req.,0,Yield,0,Sack Weight,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,9,Stage,Not Applicable,2 Blend Production,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,10,Stage,Not Applicable,2 Blend Production,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,11,Stage,Not Applicable,2 Blend Production,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,12,Stage,Not Applicable,2 Blend Production,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,,,,,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Job Type,,,Job Type ID,,,,,,,,,
Blend #,1,Unknown,Not Applicable,0,,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,,,,,,
,,,,,,,,,,,,
