eService Import Sheet,,,,,,,,,,,,
Header Information,,,,,,,,,,,,
Program Description,,0,Well Name,Bonterra HZ Pembina,Business Unit,Canada,,,,,,
Free Water,0,Free Water Max,0,Fluid Loss,0,Fluid Loss Max,0,,,,,
Rheology,0,Rheology Min,0,Rheology Max,0,1 Page Report,0,,,,,
SGSA,0,SGSA Min,0,SGSA Max,0,SG - Slurry,0,,,,,
Max Critical Interval,0,Max Critical Interval Max,0,Load & Go,0,SG - Powder,0,,,,,
Compressive Strength,0,Compressive Strength MPa Min,0,Compressive Strength Hrs Min,0,Compressive Strength MPa Max,0,,,,,
Compressive Strength Hrs Max,0,Pilot Test ID,0,Pilot Test Iteration,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,12,Stage,1,Casing Template #1,Displacement 3,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
,,0,m3,1000,12,,,,,,,
Mix Water Req.,0,Yield,0,Sack Weight,1000,,,,,,,
BHST,0,BHCT,0,Top Depth,0,Bottom Depth,0,,,,,
TT100,0,TT100 Min,0,TT100 Max,0,Fluid Loss Angle (°),0,,,,,
TT70,0,TT70 Min,0,TT70 Max,0,Prehydrate Additives,0,,,,,
TT40,0,TT40 Min,0,TT40 Max,0,Mix Water Source,0,,,,,
Hesitation Required?,0,Hesitation Comments,0,Date Required,12:00:00 AM,Cement Source,0,,,,,
Free Water,0,Free Water Max,0,Fluid Loss,0,Fluid Loss Max,0,,,,,
Rheology,0,Rheology Min,0,Rheology Max,0,1 Page Report,0,,,,,
SGSA,0,SGSA Min,0,SGSA Max,0,SG - Slurry,0,,,,,
Max Critical Interval,0,Max Critical Interval Max,0,Load & Go,0,SG - Powder,0,,,,,
Compressive Strength,0,Compressive Strength MPa Min,0,Compressive Strength Hrs Min,0,Compressive Strength MPa Max,0,,,,,
Compressive Strength Hrs Max,0,Pilot Test ID,0,Pilot Test Iteration,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,13,Stage,Not Applicable,Casing Template #1,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
,,0,,,13,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
BHST,,BHCT,,Top Depth,,Bottom Depth,0,,,,,
TT100,,TT100 Min,,TT100 Max,,Fluid Loss Angle (°),,,,,,
TT70,,TT70 Min,,TT70 Max,,Prehydrate Additives,,,,,,
TT40,,TT40 Min,,TT40 Max,,Mix Water Source,,,,,,
Hesitation Required?,,Hesitation Comments,,Date Required,,Cement Source,,,,,,
Free Water,,Free Water Max,,Fluid Loss,,Fluid Loss Max,,,,,,
Rheology,,Rheology Min,,Rheology Max,,1 Page Report,,,,,,
SGSA,,SGSA Min,,SGSA Max,,SG - Slurry,,,,,,
Max Critical Interval,,Max Critical Interval Max,,Load & Go,,SG - Powder,,,,,,
Compressive Strength,,Compressive Strength MPa Min,,Compressive Strength Hrs Min,,Compressive Strength MPa Max,,,,,,
Compressive Strength Hrs Max,,Pilot Test ID,,Pilot Test Iteration,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,14,Stage,Not Applicable,Casing Template #1,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
,,0,,,14,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
BHST,,BHCT,,Top Depth,,Bottom Depth,0,,,,,
TT100,,TT100 Min,,TT100 Max,,Fluid Loss Angle (°),,,,,,
TT70,,TT70 Min,,TT70 Max,,Prehydrate Additives,,,,,,
TT40,,TT40 Min,,TT40 Max,,Mix Water Source,,,,,,
Hesitation Required?,,Hesitation Comments,,Date Required,,Cement Source,,,,,,
Free Water,,Free Water Max,,Fluid Loss,,Fluid Loss Max,,,,,,
Rheology,,Rheology Min,,Rheology Max,,1 Page Report,,,,,,
SGSA,,SGSA Min,,SGSA Max,,SG - Slurry,,,,,,
Max Critical Interval,,Max Critical Interval Max,,Load & Go,,SG - Powder,,,,,,
Compressive Strength,,Compressive Strength MPa Min,,Compressive Strength Hrs Min,,Compressive Strength MPa Max,,,,,,
Compressive Strength Hrs Max,,Pilot Test ID,,Pilot Test Iteration,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,15,Stage,Not Applicable,Casing Template #1,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
,,0,,,15,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
BHST,,BHCT,,Top Depth,,Bottom Depth,0,,,,,
TT100,,TT100 Min,,TT100 Max,,Fluid Loss Angle (°),,,,,,
TT70,,TT70 Min,,TT70 Max,,Prehydrate Additives,,,,,,
TT40,,TT40 Min,,TT40 Max,,Mix Water Source,,,,,,
Hesitation Required?,,Hesitation Comments,,Date Required,,Cement Source,,,,,,
Free Water,,Free Water Max,,Fluid Loss,,Fluid Loss Max,,,,,,
Rheology,,Rheology Min,,Rheology Max,,1 Page Report,,,,,,
SGSA,,SGSA Min,,SGSA Max,,SG - Slurry,,,,,,
Max Critical Interval,,Max Critical Interval Max,,Load & Go,,SG - Powder,,,,,,
Compressive Strength,,Compressive Strength MPa Min,,Compressive Strength Hrs Min,,Compressive Strength MPa Max,,,,,,
Compressive Strength Hrs Max,,Pilot Test ID,,Pilot Test Iteration,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,16,Stage,Not Applicable,Casing Template #1,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
,,0,,,16,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
BHST,,BHCT,,Top Depth,,Bottom Depth,0,,,,,
TT100,,TT100 Min,,TT100 Max,,Fluid Loss Angle (°),,,,,,
TT70,,TT70 Min,,TT70 Max,,Prehydrate Additives,,,,,,
TT40,,TT40 Min,,TT40 Max,,Mix Water Source,,,,,,
Hesitation Required?,,Hesitation Comments,,Date Required,,Cement Source,,,,,,
Free Water,,Free Water Max,,Fluid Loss,,Fluid Loss Max,,,,,,
Rheology,,Rheology Min,,Rheology Max,,1 Page Report,,,,,,
SGSA,,SGSA Min,,SGSA Max,,SG - Slurry,,,,,,
Max Critical Interval,,Max Critical Interval Max,,Load & Go,,SG - Powder,,,,,,
Compressive Strength,,Compressive Strength MPa Min,,Compressive Strength Hrs Min,,Compressive Strength MPa Max,,,,,,
Compressive Strength Hrs Max,,Pilot Test ID,,Pilot Test Iteration,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,17,Stage,Not Applicable,Casing Template #1,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
,,0,,,17,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
BHST,,BHCT,,Top Depth,,Bottom Depth,0,,,,,
TT100,,TT100 Min,,TT100 Max,,Fluid Loss Angle (°),,,,,,
TT70,,TT70 Min,,TT70 Max,,Prehydrate Additives,,,,,,
TT40,,TT40 Min,,TT40 Max,,Mix Water Source,,,,,,
Hesitation Required?,,Hesitation Comments,,Date Required,,Cement Source,,,,,,
Free Water,,Free Water Max,,Fluid Loss,,Fluid Loss Max,,,,,,
Rheology,,Rheology Min,,Rheology Max,,1 Page Report,,,,,,
SGSA,,SGSA Min,,SGSA Max,,SG - Slurry,,,,,,
Max Critical Interval,,Max Critical Interval Max,,Load & Go,,SG - Powder,,,,,,
Compressive Strength,,Compressive Strength MPa Min,,Compressive Strength Hrs Min,,Compressive Strength MPa Max,,,,,,
Compressive Strength Hrs Max,,Pilot Test ID,,Pilot Test Iteration,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,18,Stage,Not Applicable,Casing Template #1,0,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
,,0,,,18,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
BHST,,BHCT,,Top Depth,,Bottom Depth,0,,,,,
TT100,,TT100 Min,,TT100 Max,,Fluid Loss Angle (°),,,,,,
TT70,,TT70 Min,,TT70 Max,,Prehydrate Additives,,,,,,
TT40,,TT40 Min,,TT40 Max,,Mix Water Source,,,,,,
Hesitation Required?,,Hesitation Comments,,Date Required,,Cement Source,,,,,,
Free Water,,Free Water Max,,Fluid Loss,,Fluid Loss Max,,,,,,
Rheology,,Rheology Min,,Rheology Max,,1 Page Report,,,,,,
SGSA,,SGSA Min,,SGSA Max,,SG - Slurry,,,,,,
Max Critical Interval,,Max Critical Interval Max,,Load & Go,,SG - Powder,,,,,,
Compressive Strength,,Compressive Strength MPa Min,,Compressive Strength Hrs Min,,Compressive Strength MPa Max,,,,,,
Compressive Strength Hrs Max,,Pilot Test ID,,Pilot Test Iteration,,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Job Type,Production Casing,,Job Type ID,1506,,,,,,,,
Blend #,1,Stage,1,Casing Template #2,Preflush 1,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
Visweep DM IS,Preflush,8,m3,1300,1,,,,,,,
Mix Water Req.,2.022,Yield,1.628,Sack Weight,1000,,,,,,,
BHST,52,BHCT,52,Top Depth,0,Bottom Depth,0,,,,,
TT100,0,TT100 Min,0,TT100 Max,0,Fluid Loss Angle (°),0,,,,,
TT70,0,TT70 Min,0,TT70 Max,0,Prehydrate Additives,0,,,,,
TT40,0,TT40 Min,0,TT40 Max,0,Mix Water Source,0,,,,,
Hesitation Required?,0,Hesitation Comments,0,Date Required,12:00:00 AM,Cement Source,0,,,,,
Free Water,0,Free Water Max,0,Fluid Loss,0,Fluid Loss Max,0,,,,,
Rheology,0,Rheology Min,0,Rheology Max,0,1 Page Report,0,,,,,
SGSA,0,SGSA Min,0,SGSA Max,0,SG - Slurry,0,,,,,
Max Critical Interval,0,Max Critical Interval Max,0,Load & Go,0,SG - Powder,0,,,,,
Compressive Strength,0,Compressive Strength MPa Min,0,Compressive Strength Hrs Min,0,Compressive Strength MPa Max,0,,,,,
Compressive Strength Hrs Max,0,Pilot Test ID,0,Pilot Test Iteration,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
Bulk Ground Silica,443,Kg/m3,113233,Preblend,,,,,,,,
WG-6P,4,Kg/m3,113189,Preblend,,,,,,,,
WWS-7P,20,Kg/m3,113193,Preblend,,,,,,,,
SA-3P,5,Kg/m3,113198,Preblend,,,,,,,,
MT-1,10,Kg/m3,113191,Preblend,,,,,,,,
MT-2,8,Kg/m3,113194,Preblend,,,,,,,,
DF-6P,6,Kg/m3,113196,Preblend,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,2,Stage,1,Casing Template #2,Preflush 2,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
,,,m3,,2,,,,,,,
Mix Water Req.,-,Yield,-,Sack Weight,0,,,,,,,
BHST,52,BHCT,52,Top Depth,0,Bottom Depth,0,,,,,
TT100,0,TT100 Min,0,TT100 Max,0,Fluid Loss Angle (°),0,,,,,
TT70,0,TT70 Min,0,TT70 Max,0,Prehydrate Additives,0,,,,,
TT40,0,TT40 Min,0,TT40 Max,0,Mix Water Source,0,,,,,
Hesitation Required?,0,Hesitation Comments,0,Date Required,12:00:00 AM,Cement Source,0,,,,,
Free Water,0,Free Water Max,0,Fluid Loss,0,Fluid Loss Max,0,,,,,
Rheology,0,Rheology Min,0,Rheology Max,0,1 Page Report,0,,,,,
SGSA,0,SGSA Min,0,SGSA Max,0,SG - Slurry,0,,,,,
Max Critical Interval,0,Max Critical Interval Max,0,Load & Go,0,SG - Powder,0,,,,,
Compressive Strength,0,Compressive Strength MPa Min,0,Compressive Strength Hrs Min,0,Compressive Strength MPa Max,0,,,,,
Compressive Strength Hrs Max,0,Pilot Test ID,0,Pilot Test Iteration,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,3,Stage,1,Casing Template #2,Preflush 3,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
,,,m3,,3,,,,,,,
Mix Water Req.,-,Yield,-,Sack Weight,0,,,,,,,
BHST,52,BHCT,52,Top Depth,0,Bottom Depth,0,,,,,
TT100,0,TT100 Min,0,TT100 Max,0,Fluid Loss Angle (°),0,,,,,
TT70,0,TT70 Min,0,TT70 Max,0,Prehydrate Additives,0,,,,,
TT40,0,TT40 Min,0,TT40 Max,0,Mix Water Source,0,,,,,
Hesitation Required?,0,Hesitation Comments,0,Date Required,12:00:00 AM,Cement Source,0,,,,,
Free Water,0,Free Water Max,0,Fluid Loss,0,Fluid Loss Max,0,,,,,
Rheology,0,Rheology Min,0,Rheology Max,0,1 Page Report,0,,,,,
SGSA,0,SGSA Min,0,SGSA Max,0,SG - Slurry,0,,,,,
Max Critical Interval,0,Max Critical Interval Max,0,Load & Go,0,SG - Powder,0,,,,,
Compressive Strength,0,Compressive Strength MPa Min,0,Compressive Strength Hrs Min,0,Compressive Strength MPa Max,0,,,,,
Compressive Strength Hrs Max,0,Pilot Test ID,0,Pilot Test Iteration,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,4,Stage,1,Casing Template #2,Preflush 4,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
,,,m3,,4,,,,,,,
Mix Water Req.,-,Yield,-,Sack Weight,0,,,,,,,
BHST,52,BHCT,52,Top Depth,0,Bottom Depth,0,,,,,
TT100,0,TT100 Min,0,TT100 Max,0,Fluid Loss Angle (°),0,,,,,
TT70,0,TT70 Min,0,TT70 Max,0,Prehydrate Additives,0,,,,,
TT40,0,TT40 Min,0,TT40 Max,0,Mix Water Source,0,,,,,
Hesitation Required?,0,Hesitation Comments,0,Date Required,12:00:00 AM,Cement Source,0,,,,,
Free Water,0,Free Water Max,0,Fluid Loss,0,Fluid Loss Max,0,,,,,
Rheology,0,Rheology Min,0,Rheology Max,0,1 Page Report,0,,,,,
SGSA,0,SGSA Min,0,SGSA Max,0,SG - Slurry,0,,,,,
Max Critical Interval,0,Max Critical Interval Max,0,Load & Go,0,SG - Powder,0,,,,,
Compressive Strength,0,Compressive Strength MPa Min,0,Compressive Strength Hrs Min,0,Compressive Strength MPa Max,0,,,,,
Compressive Strength Hrs Max,0,Pilot Test ID,0,Pilot Test Iteration,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,5,Stage,1,Casing Template #2,Preflush 5,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
,,,m3,,5,,,,,,,
Mix Water Req.,-,Yield,-,Sack Weight,0,,,,,,,
BHST,52,BHCT,52,Top Depth,0,Bottom Depth,0,,,,,
TT100,0,TT100 Min,0,TT100 Max,0,Fluid Loss Angle (°),0,,,,,
TT70,0,TT70 Min,0,TT70 Max,0,Prehydrate Additives,0,,,,,
TT40,0,TT40 Min,0,TT40 Max,0,Mix Water Source,0,,,,,
Hesitation Required?,0,Hesitation Comments,0,Date Required,12:00:00 AM,Cement Source,0,,,,,
Free Water,0,Free Water Max,0,Fluid Loss,0,Fluid Loss Max,0,,,,,
Rheology,0,Rheology Min,0,Rheology Max,0,1 Page Report,0,,,,,
SGSA,0,SGSA Min,0,SGSA Max,0,SG - Slurry,0,,,,,
Max Critical Interval,0,Max Critical Interval Max,0,Load & Go,0,SG - Powder,0,,,,,
Compressive Strength,0,Compressive Strength MPa Min,0,Compressive Strength Hrs Min,0,Compressive Strength MPa Max,0,,,,,
Compressive Strength Hrs Max,0,Pilot Test ID,0,Pilot Test Iteration,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,6,Stage,1,Casing Template #2,Blend 1,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
ECOlite 1400,Lead 1,10,t,1450,6,No,,,,,,
Mix Water Req.,1.055,Yield,1.466,Sack Weight,1070,,,,,,,
BHST,37,BHCT,52,Top Depth,0,Bottom Depth,1175,,,,,
TT100,No,TT100 Min,0.165138889,TT100 Max,0.231194444,Fluid Loss Angle (°),0,,,,,
TT70,No,TT70 Min,0,TT70 Max,0,Prehydrate Additives,No,,,,,
TT40,No,TT40 Min,0,TT40 Max,0,Mix Water Source,Tap,,,,,
Hesitation Required?,No,Hesitation Comments,Hesitation Comments,Date Required,7/19/2023,Cement Source,Lab,,,,,
Free Water,No,Free Water Max,0,Fluid Loss,No,Fluid Loss Max,0,,,,,
Rheology,No,Rheology Min,0,Rheology Max,0,1 Page Report,No,,,,,
SGSA,No,SGSA Min,0,SGSA Max,0,SG - Slurry,No,,,,,
Max Critical Interval,No,Max Critical Interval Max,0,Load & Go,No,SG - Powder,No,,,,,
Compressive Strength,No,Compressive Strength MPa Min,0,Compressive Strength Hrs Min,0,Compressive Strength MPa Max,0,,,,,
Compressive Strength Hrs Max,0,Pilot Test ID,B1-,Pilot Test Iteration,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
GCA-2,5,%,113221,Preblend,,,,,,,,
SCA-6,0.4,%,113306,Preblend,,,,,,,,
SCA-7,0.4,%,113307,Preblend,,,,,,,,
MCR-7,0.55,%,113127,Preblend,,,,,,,,
ASM-3,0.3,%,113414,Preblend,,,,,,,,
CDF-6P,0.35,%,113267,Preblend,,,,,,,,
LCF-7,1,Kg/m3,113250,Add On The Fly,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,7,Stage,1,Casing Template #2,Blend 2,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
,Lead 2,0,t,0,7,No,Gel (%),,,,,
Mix Water Req.,0,Yield,0,Sack Weight,0,,,,,,,
BHST,37,BHCT,52,Top Depth,1175,Bottom Depth,1175,,,,,
TT100,No,TT100 Min,0.175555556,TT100 Max,0.245777778,Fluid Loss Angle (°),0,,,,,
TT70,No,TT70 Min,0,TT70 Max,0,Prehydrate Additives,No,,,,,
TT40,No,TT40 Min,0,TT40 Max,0,Mix Water Source,Tap,,,,,
Hesitation Required?,No,Hesitation Comments,Hesitation Comments,Date Required,7/19/2023,Cement Source,Lab,,,,,
Free Water,No,Free Water Max,0,Fluid Loss,No,Fluid Loss Max,0,,,,,
Rheology,No,Rheology Min,0,Rheology Max,0,1 Page Report,No,,,,,
SGSA,No,SGSA Min,0,SGSA Max,0,SG - Slurry,No,,,,,
Max Critical Interval,No,Max Critical Interval Max,0,Load & Go,No,SG - Powder,No,,,,,
Compressive Strength,No,Compressive Strength MPa Min,0,Compressive Strength Hrs Min,0,Compressive Strength MPa Max,0,,,,,
Compressive Strength Hrs Max,0,Pilot Test ID,B1-,Pilot Test Iteration,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,8,Stage,1,Casing Template #2,Blend 3,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
ECOprime,Tail,25.04,t,1600,8,No,Fill Gel,,,,,
Mix Water Req.,0.686,Yield,1.077,Sack Weight,1038,,,,,,,
BHST,52,BHCT,52,Top Depth,1175,Bottom Depth,3175,,,,,
TT100,No,TT100 Min,0.185972222,TT100 Max,0.260361111,Fluid Loss Angle (°),0,,,,,
TT70,No,TT70 Min,0,TT70 Max,0,Prehydrate Additives,No,,,,,
TT40,No,TT40 Min,0,TT40 Max,0,Mix Water Source,Tap,,,,,
Hesitation Required?,No,Hesitation Comments,Hesitation Comments,Date Required,7/19/2023,Cement Source,Lab,,,,,
Free Water,No,Free Water Max,0,Fluid Loss,No,Fluid Loss Max,0,,,,,
Rheology,No,Rheology Min,0,Rheology Max,0,1 Page Report,No,,,,,
SGSA,No,SGSA Min,0,SGSA Max,0,SG - Slurry,No,,,,,
Max Critical Interval,No,Max Critical Interval Max,0,Load & Go,No,SG - Powder,No,,,,,
Compressive Strength,No,Compressive Strength MPa Min,0,Compressive Strength Hrs Min,0,Compressive Strength MPa Max,0,,,,,
Compressive Strength Hrs Max,0,Pilot Test ID,B1-,Pilot Test Iteration,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
CFL-3,0.8,%,113132,Preblend,,,,,,,,
SCA-6,0.5,%,113306,Preblend,,,,,,,,
SCA-7,0.5,%,113307,Preblend,,,,,,,,
MCR-7,0.25,%,113127,Preblend,,,,,,,,
FWC-2,1,%,113140,Preblend,,,,,,,,
ASM-3,0.4,%,113414,Preblend,,,,,,,,
CDF-6P,0.3,%,113267,Preblend,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,9,Stage,1,Casing Template #2,Wet Shoe,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
,,0,m3,1000,9,,,,,,,
Mix Water Req.,-,Yield,-,Sack Weight,,,,,,,,
BHST,0,BHCT,0,Top Depth,0,Bottom Depth,0,,,,,
TT100,0,TT100 Min,0,TT100 Max,0,Fluid Loss Angle (°),0,,,,,
TT70,0,TT70 Min,0,TT70 Max,0,Prehydrate Additives,0,,,,,
TT40,0,TT40 Min,0,TT40 Max,0,Mix Water Source,0,,,,,
Hesitation Required?,0,Hesitation Comments,0,Date Required,12:00:00 AM,Cement Source,0,,,,,
Free Water,0,Free Water Max,0,Fluid Loss,0,Fluid Loss Max,0,,,,,
Rheology,0,Rheology Min,0,Rheology Max,0,1 Page Report,0,,,,,
SGSA,0,SGSA Min,0,SGSA Max,0,SG - Slurry,0,,,,,
Max Critical Interval,0,Max Critical Interval Max,0,Load & Go,0,SG - Powder,0,,,,,
Compressive Strength,0,Compressive Strength MPa Min,0,Compressive Strength Hrs Min,0,Compressive Strength MPa Max,0,,,,,
Compressive Strength Hrs Max,0,Pilot Test ID,0,Pilot Test Iteration,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
