eService Import Sheet,,,,,,,,,,,,
Header Information,,,,,,,,,,,,
Program Description,,0,Well Name,ALSACE BUZZARD 15HZ 2A1-16-1B12-10-18-47-26,Business Unit,Canada,,,,,,
Bundle Category,,Handling,,,,,,,,,,
Bundle Type,,Job,,,,,,,,,,
Number of Bundles,,1,,,Details Pricing,,/ Job(s),,,,,
Pricing Method,,#N/A,,,Summary Pricing,,/ 1 Job(s),,,,,
Invoice Method,,Job,,,Details Invoice,,/ Job(s),,,,,
Quantity of Bundles,,1,,,Summary Invoice,,/ 1 Job(s),,,,,
Bundle Code,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Item Code,Discountable,Description,Quantity 1,Quantity 2,Net Price,Net Amount,Discount%,Unit Book Price,Amount,Discount Amount,Calculated Discount %,Included?
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,Total,,,,0,,,0,0,0,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Bundle Name,,Materials,,,,,,,,,,
Bundle Category,,Materials,,,,,,,,,,
Bundle Type,,Job,,,,,,,,,,
Number of Bundles,,1,,,Details Pricing,,/ Job(s),,,,,
Pricing Method,,Summary With Details,,,Summary Pricing,,/ 1 Job(s),,,,,
Invoice Method,,Job,,,Details Invoice,,/ Job(s),,,,,
Quantity of Bundles,,1,,,Summary Invoice,,/ 1 Job(s),,,,,
Bundle Code,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Item Code,Discountable,Description,Quantity 1,Quantity 2,Net Price,Net Amount,Discount%,Unit Book Price,Amount,Discount Amount,Calculated Discount %,Included?
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,Total,,,,0,,,0,0,0,0
,,,,,,,,,,,,
,,,,,,,,,,,,
Bundle Name,,Miscellaneous Items,,,,,,,,,,
Bundle Category,,Miscellaneous Items,,,,,,,,,,
Bundle Type,,Job,,,,,,,,,,
Number of Bundles,,1,,,Details Pricing,,/ Job(s),,,,,
Pricing Method,,Details,,,Summary Pricing,,/ 1 Job(s),,,,,
Invoice Method,,Job,,,Details Invoice,,/ Job(s),,,,,
Quantity of Bundles,,1,,,Summary Invoice,,/ 1 Job(s),,,,,
Bundle Code,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Item Code,Discountable,Description,Quantity 1,Quantity 2,Net Price,Net Amount,Discount%,Unit Book Price,Amount,Discount Amount,Calculated Discount %,Included?
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,Total,,,,0,,0,0,0,0,0
,,,,,,,,,,,,
Template Job Type,,,,,,,,,,,,
Job Type,,,,,,,Pumping Serice Line Type,Not Applicable,Total Revenue,Not Applicable,,
Job Type ID,,,Depth Base Charge,Not Applicable,,,Stage / Plug Treatment Information Type,Not Applicable,,,,
,,,,,,,# of Not Applicables,Not Applicable,,,,
eService Import Sheet End,,,,,,,,,,,,
Product Import Sheet,,,,,,,,,,,,
Job Type,Surface Casing,,Job Type ID,1504,,,,,,,,
Blend #,1,Stage,1,Casing Template #1,Preflush 1,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
Fresh Water,Preflush,5,m3,1000,1,,,,,,,
Mix Water Req.,-,Yield,-,Sack Weight,0,,,,,,,
BHST,15,BHCT,20,Top Depth,0,Bottom Depth,0,,,,,
TT100,0,TT100 Min,0,TT100 Max,0,Fluid Loss Angle (°),0,,,,,
TT70,0,TT70 Min,0,TT70 Max,0,Prehydrate Additives,0,,,,,
TT40,0,TT40 Min,0,TT40 Max,0,Mix Water Source,0,,,,,
Hesitation Required?,0,Hesitation Comments,0,Date Required,12:00:00 AM,Cement Source,0,,,,,
Free Water,0,Free Water Max,0,Fluid Loss,0,Fluid Loss Max,0,,,,,
Rheology,0,Rheology Min,0,Rheology Max,0,1 Page Report,0,,,,,
SGSA,0,SGSA Min,0,SGSA Max,0,SG - Slurry,0,,,,,
Max Critical Interval,0,Max Critical Interval Max,0,Load & Go,0,SG - Powder,0,,,,,
Compressive Strength,0,Compressive Strength MPa Min,0,Compressive Strength Hrs Min,0,Compressive Strength MPa Max,0,,,,,
Compressive Strength Hrs Max,0,Pilot Test ID,0,Pilot Test Iteration,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,2,Stage,,Casing Template #1,Preflush 2,,,,,,,
Base,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
,,,,,2,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
BHST,15,BHCT,20,Top Depth,0,Bottom Depth,0,,,,,
TT100,0,TT100 Min,0,TT100 Max,0,Fluid Loss Angle (°),0,,,,,
TT70,0,TT70 Min,0,TT70 Max,0,Prehydrate Additives,0,,,,,
TT40,0,TT40 Min,0,TT40 Max,0,Mix Water Source,0,,,,,
Hesitation Required?,0,Hesitation Comments,0,Date Required,12:00:00 AM,Cement Source,0,,,,,
Free Water,0,Free Water Max,0,Fluid Loss,0,Fluid Loss Max,0,,,,,
Rheology,0,Rheology Min,0,Rheology Max,0,1 Page Report,0,,,,,
SGSA,0,SGSA Min,0,SGSA Max,0,SG - Slurry,0,,,,,
Max Critical Interval,0,Max Critical Interval Max,0,Load & Go,0,SG - Powder,0,,,,,
Compressive Strength,0,Compressive Strength MPa Min,0,Compressive Strength Hrs Min,0,Compressive Strength MPa Max,0,,,,,
Compressive Strength Hrs Max,0,Pilot Test ID,0,Pilot Test Iteration,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,3,Stage,,Casing Template #1,Preflush 3,,,,,,,
Base,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
,,,,,3,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
BHST,15,BHCT,20,Top Depth,0,Bottom Depth,0,,,,,
TT100,0,TT100 Min,0,TT100 Max,0,Fluid Loss Angle (°),0,,,,,
TT70,0,TT70 Min,0,TT70 Max,0,Prehydrate Additives,0,,,,,
TT40,0,TT40 Min,0,TT40 Max,0,Mix Water Source,0,,,,,
Hesitation Required?,0,Hesitation Comments,0,Date Required,12:00:00 AM,Cement Source,0,,,,,
Free Water,0,Free Water Max,0,Fluid Loss,0,Fluid Loss Max,0,,,,,
Rheology,0,Rheology Min,0,Rheology Max,0,1 Page Report,0,,,,,
SGSA,0,SGSA Min,0,SGSA Max,0,SG - Slurry,0,,,,,
Max Critical Interval,0,Max Critical Interval Max,0,Load & Go,0,SG - Powder,0,,,,,
Compressive Strength,0,Compressive Strength MPa Min,0,Compressive Strength Hrs Min,0,Compressive Strength MPa Max,0,,,,,
Compressive Strength Hrs Max,0,Pilot Test ID,0,Pilot Test Iteration,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,4,Stage,,Casing Template #1,Preflush 4,,,,,,,
Base,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
,,,,,4,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
BHST,15,BHCT,20,Top Depth,0,Bottom Depth,0,,,,,
TT100,0,TT100 Min,0,TT100 Max,0,Fluid Loss Angle (°),0,,,,,
TT70,0,TT70 Min,0,TT70 Max,0,Prehydrate Additives,0,,,,,
TT40,0,TT40 Min,0,TT40 Max,0,Mix Water Source,0,,,,,
Hesitation Required?,0,Hesitation Comments,0,Date Required,12:00:00 AM,Cement Source,0,,,,,
Free Water,0,Free Water Max,0,Fluid Loss,0,Fluid Loss Max,0,,,,,
Rheology,0,Rheology Min,0,Rheology Max,0,1 Page Report,0,,,,,
SGSA,0,SGSA Min,0,SGSA Max,0,SG - Slurry,0,,,,,
Max Critical Interval,0,Max Critical Interval Max,0,Load & Go,0,SG - Powder,0,,,,,
Compressive Strength,0,Compressive Strength MPa Min,0,Compressive Strength Hrs Min,0,Compressive Strength MPa Max,0,,,,,
Compressive Strength Hrs Max,0,Pilot Test ID,0,Pilot Test Iteration,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,5,Stage,,Casing Template #1,Preflush 5,,,,,,,
Base,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
,,,,,5,,,,,,,
Mix Water Req.,,Yield,,Sack Weight,,,,,,,,
BHST,15,BHCT,20,Top Depth,0,Bottom Depth,0,,,,,
TT100,0,TT100 Min,0,TT100 Max,0,Fluid Loss Angle (°),0,,,,,
TT70,0,TT70 Min,0,TT70 Max,0,Prehydrate Additives,0,,,,,
TT40,0,TT40 Min,0,TT40 Max,0,Mix Water Source,0,,,,,
Hesitation Required?,0,Hesitation Comments,0,Date Required,12:00:00 AM,Cement Source,0,,,,,
Free Water,0,Free Water Max,0,Fluid Loss,0,Fluid Loss Max,0,,,,,
Rheology,0,Rheology Min,0,Rheology Max,0,1 Page Report,0,,,,,
SGSA,0,SGSA Min,0,SGSA Max,0,SG - Slurry,0,,,,,
Max Critical Interval,0,Max Critical Interval Max,0,Load & Go,0,SG - Powder,0,,,,,
Compressive Strength,0,Compressive Strength MPa Min,0,Compressive Strength Hrs Min,0,Compressive Strength MPa Max,0,,,,,
Compressive Strength Hrs Max,0,Pilot Test ID,0,Pilot Test Iteration,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,6,Stage,1,Casing Template #1,Blend 1,,,,,,,
Base,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
THERMAmix THX,Lead 1,13.23,t,1840,6,No,,,,,,
Mix Water Req.,0.429,Yield,0.784,Sack Weight,1014,,,,,,,
BHST,15,BHCT,20,Top Depth,0,Bottom Depth,120,,,,,
TT100,No,TT100 Min,0.135514706,TT100 Max,0.189720588,Fluid Loss Angle (°),0,,,,,
TT70,No,TT70 Min,0,TT70 Max,0,Prehydrate Additives,No,,,,,
TT40,No,TT40 Min,0,TT40 Max,0,Mix Water Source,Tap,,,,,
Hesitation Required?,No,Hesitation Comments,Hesitation Comments,Date Required,7/19/2023,Cement Source,Lab,,,,,
Free Water,No,Free Water Max,0,Fluid Loss,No,Fluid Loss Max,0,,,,,
Rheology,No,Rheology Min,0,Rheology Max,0,1 Page Report,No,,,,,
SGSA,No,SGSA Min,0,SGSA Max,0,SG - Slurry,No,,,,,
Max Critical Interval,No,Max Critical Interval Max,0,Load & Go,No,SG - Powder,No,,,,,
Compressive Strength,No,Compressive Strength MPa Min,0,Compressive Strength Hrs Min,0,Compressive Strength MPa Max,0,,,,,
Compressive Strength Hrs Max,0,Pilot Test ID,B1-003510,Pilot Test Iteration,1,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
CFL-3,0.5,%,113132,Preblend,,,,,,,,
LTR,0.7,%,113110,Preblend,,,,,,,,
CDF-6P,0.15,%,113267,Preblend,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,7,Stage,1,Casing Template #1,Blend 2,,,,,,,
Base,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
,Lead 2,0,t,0,7,No,,,,,,
Mix Water Req.,0,Yield,0,Sack Weight,0,,,,,,,
BHST,15,BHCT,20,Top Depth,0,Bottom Depth,0,,,,,
TT100,No,TT100 Min,0.125098039,TT100 Max,0.175137255,Fluid Loss Angle (°),0,,,,,
TT70,No,TT70 Min,0,TT70 Max,0,Prehydrate Additives,No,,,,,
TT40,No,TT40 Min,0,TT40 Max,0,Mix Water Source,Tap,,,,,
Hesitation Required?,No,Hesitation Comments,Hesitation Comments,Date Required,7/19/2023,Cement Source,Lab,,,,,
Free Water,No,Free Water Max,0,Fluid Loss,No,Fluid Loss Max,0,,,,,
Rheology,No,Rheology Min,0,Rheology Max,0,1 Page Report,No,,,,,
SGSA,No,SGSA Min,0,SGSA Max,0,SG - Slurry,No,,,,,
Max Critical Interval,No,Max Critical Interval Max,0,Load & Go,No,SG - Powder,No,,,,,
Compressive Strength,No,Compressive Strength MPa Min,0,Compressive Strength Hrs Min,0,Compressive Strength MPa Max,0,,,,,
Compressive Strength Hrs Max,0,Pilot Test ID,B1-,Pilot Test Iteration,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,8,Stage,1,Casing Template #1,Blend 3,,,,,,,
Base,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
,Tail,0,t,0,8,No,,,,,,
Mix Water Req.,0,Yield,0,Sack Weight,0,,,,,,,
BHST,15,BHCT,20,Top Depth,0,Bottom Depth,0,,,,,
TT100,No,TT100 Min,0.114681373,TT100 Max,0.160553922,Fluid Loss Angle (°),0,,,,,
TT70,No,TT70 Min,0,TT70 Max,0,Prehydrate Additives,No,,,,,
TT40,No,TT40 Min,0,TT40 Max,0,Mix Water Source,Tap,,,,,
Hesitation Required?,No,Hesitation Comments,Hesitation Comments,Date Required,7/19/2023,Cement Source,Lab,,,,,
Free Water,No,Free Water Max,0,Fluid Loss,No,Fluid Loss Max,0,,,,,
Rheology,No,Rheology Min,0,Rheology Max,0,1 Page Report,No,,,,,
SGSA,No,SGSA Min,0,SGSA Max,0,SG - Slurry,No,,,,,
Max Critical Interval,No,Max Critical Interval Max,0,Load & Go,No,SG - Powder,No,,,,,
Compressive Strength,No,Compressive Strength MPa Min,0,Compressive Strength Hrs Min,0,Compressive Strength MPa Max,0,,,,,
Compressive Strength Hrs Max,0,Pilot Test ID,B1-,Pilot Test Iteration,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,9,Stage,1,Casing Template #1,Wet Shoe,,,,,,,
Base,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
,,0,m3,1000,9,,,,,,,
Mix Water Req.,0,Yield,0,Sack Weight,1000,,,,,,,
BHST,0,BHCT,0,Top Depth,0,Bottom Depth,0,,,,,
TT100,0,TT100 Min,0,TT100 Max,0,Fluid Loss Angle (°),0,,,,,
TT70,0,TT70 Min,0,TT70 Max,0,Prehydrate Additives,0,,,,,
TT40,0,TT40 Min,0,TT40 Max,0,Mix Water Source,0,,,,,
Hesitation Required?,0,Hesitation Comments,0,Date Required,12:00:00 AM,Cement Source,0,,,,,
Free Water,0,Free Water Max,0,Fluid Loss,0,Fluid Loss Max,0,,,,,
Rheology,0,Rheology Min,0,Rheology Max,0,1 Page Report,0,,,,,
SGSA,0,SGSA Min,0,SGSA Max,0,SG - Slurry,0,,,,,
Max Critical Interval,0,Max Critical Interval Max,0,Load & Go,0,SG - Powder,0,,,,,
Compressive Strength,0,Compressive Strength MPa Min,0,Compressive Strength Hrs Min,0,Compressive Strength MPa Max,0,,,,,
Compressive Strength Hrs Max,0,Pilot Test ID,0,Pilot Test Iteration,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,10,Stage,5,Casing Template #1,Displacement 1,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
Fresh Water,Displacement,7.5,m3,1000,10,,,,,,,
Mix Water Req.,0,Yield,0,Sack Weight,1000,,,,,,,
BHST,0,BHCT,0,Top Depth,0,Bottom Depth,120,,,,,
TT100,0,TT100 Min,0,TT100 Max,0,Fluid Loss Angle (°),0,,,,,
TT70,0,TT70 Min,0,TT70 Max,0,Prehydrate Additives,0,,,,,
TT40,0,TT40 Min,0,TT40 Max,0,Mix Water Source,0,,,,,
Hesitation Required?,0,Hesitation Comments,0,Date Required,12:00:00 AM,Cement Source,0,,,,,
Free Water,0,Free Water Max,0,Fluid Loss,0,Fluid Loss Max,0,,,,,
Rheology,0,Rheology Min,0,Rheology Max,0,1 Page Report,0,,,,,
SGSA,0,SGSA Min,0,SGSA Max,0,SG - Slurry,0,,,,,
Max Critical Interval,0,Max Critical Interval Max,0,Load & Go,0,SG - Powder,0,,,,,
Compressive Strength,0,Compressive Strength MPa Min,0,Compressive Strength Hrs Min,0,Compressive Strength MPa Max,0,,,,,
Compressive Strength Hrs Max,0,Pilot Test ID,0,Pilot Test Iteration,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,11,Stage,6,Casing Template #1,Displacement 2,,,,,,,
Base,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
,,0,m3,1000,11,,,,,,,
Mix Water Req.,0,Yield,0,Sack Weight,1000,,,,,,,
BHST,0,BHCT,0,Top Depth,0,Bottom Depth,0,,,,,
TT100,0,TT100 Min,0,TT100 Max,0,Fluid Loss Angle (°),0,,,,,
TT70,0,TT70 Min,0,TT70 Max,0,Prehydrate Additives,0,,,,,
TT40,0,TT40 Min,0,TT40 Max,0,Mix Water Source,0,,,,,
Hesitation Required?,0,Hesitation Comments,0,Date Required,12:00:00 AM,Cement Source,0,,,,,
Free Water,0,Free Water Max,0,Fluid Loss,0,Fluid Loss Max,0,,,,,
Rheology,0,Rheology Min,0,Rheology Max,0,1 Page Report,0,,,,,
SGSA,0,SGSA Min,0,SGSA Max,0,SG - Slurry,0,,,,,
Max Critical Interval,0,Max Critical Interval Max,0,Load & Go,0,SG - Powder,0,,,,,
Compressive Strength,0,Compressive Strength MPa Min,0,Compressive Strength Hrs Min,0,Compressive Strength MPa Max,0,,,,,
Compressive Strength Hrs Max,0,Pilot Test ID,0,Pilot Test Iteration,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,12,Stage,6,Casing Template #1,Displacement 3,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
,,0,m3,1000,12,,,,,,,
Mix Water Req.,0,Yield,0,Sack Weight,1000,,,,,,,
BHST,0,BHCT,0,Top Depth,0,Bottom Depth,0,,,,,
TT100,0,TT100 Min,0,TT100 Max,0,Fluid Loss Angle (°),0,,,,,
TT70,0,TT70 Min,0,TT70 Max,0,Prehydrate Additives,0,,,,,
TT40,0,TT40 Min,0,TT40 Max,0,Mix Water Source,0,,,,,
Hesitation Required?,0,Hesitation Comments,0,Date Required,12:00:00 AM,Cement Source,0,,,,,
Free Water,0,Free Water Max,0,Fluid Loss,0,Fluid Loss Max,0,,,,,
Rheology,0,Rheology Min,0,Rheology Max,0,1 Page Report,0,,,,,
SGSA,0,SGSA Min,0,SGSA Max,0,SG - Slurry,0,,,,,
Max Critical Interval,0,Max Critical Interval Max,0,Load & Go,0,SG - Powder,0,,,,,
Compressive Strength,0,Compressive Strength MPa Min,0,Compressive Strength Hrs Min,0,Compressive Strength MPa Max,0,,,,,
Compressive Strength Hrs Max,0,Pilot Test ID,0,Pilot Test Iteration,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Job Type,Intermediate Casing,,Job Type ID,1505,,,,,,,,
Blend #,1,Stage,1,Casing Template #2,Preflush 1,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
Fresh Water,Preflush,1,m3,1000,1,,,,,,,
Mix Water Req.,-,Yield,-,Sack Weight,0,,,,,,,
BHST,34,BHCT,29,Top Depth,0,Bottom Depth,0,,,,,
TT100,0,TT100 Min,0,TT100 Max,0,Fluid Loss Angle (°),0,,,,,
TT70,0,TT70 Min,0,TT70 Max,0,Prehydrate Additives,0,,,,,
TT40,0,TT40 Min,0,TT40 Max,0,Mix Water Source,0,,,,,
Hesitation Required?,0,Hesitation Comments,0,Date Required,12:00:00 AM,Cement Source,0,,,,,
Free Water,0,Free Water Max,0,Fluid Loss,0,Fluid Loss Max,0,,,,,
Rheology,0,Rheology Min,0,Rheology Max,0,1 Page Report,0,,,,,
SGSA,0,SGSA Min,0,SGSA Max,0,SG - Slurry,0,,,,,
Max Critical Interval,0,Max Critical Interval Max,0,Load & Go,0,SG - Powder,0,,,,,
Compressive Strength,0,Compressive Strength MPa Min,0,Compressive Strength Hrs Min,0,Compressive Strength MPa Max,0,,,,,
Compressive Strength Hrs Max,0,Pilot Test ID,0,Pilot Test Iteration,0,,,,,,,
Additive Name,Amount,Units,Price Book Code,Mix Method,,,,,,,,
KCl,5,% BWOW,113105,Prehydrate,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blend #,2,Stage,1,Casing Template #2,Preflush 2,,,,,,,
Base Blend,Category,Amount,Units,Density,Event #,Field Blend Testing,Client Approval Required?,,,,,
